1	公司	实施集成	118	应用软件	1	1	全部应用软件必须由一家公司负责实施集成	1
110	区域卫生信息平台功能要求	构建	305	居民健康信息管理系统	195	129	区域卫生信息平台功能要求构建区域卫生信息平台；通过对区域内各医疗卫生机构信息资源的组织，提供各医疗卫生机构间横向、纵向的信息的共享；构建起一个全市的居民健康信息管理系统；支持区域内医疗卫生资源的共享，包括医疗卫生服务“健康卡”、“绩效卡”和区域内的协同医疗、检验检查结果的互认互通、居民健康服务等，让信息真正地服务于民	14
110	区域卫生信息平台功能要求	支持	306	区域内医疗卫生资源的共享	196	129	区域卫生信息平台功能要求构建区域卫生信息平台；通过对区域内各医疗卫生机构信息资源的组织，提供各医疗卫生机构间横向、纵向的信息的共享；构建起一个全市的居民健康信息管理系统；支持区域内医疗卫生资源的共享，包括医疗卫生服务“健康卡”、“绩效卡”和区域内的协同医疗、检验检查结果的互认互通、居民健康服务等，让信息真正地服务于民	14
111	区域内医疗卫生资源的共享	包括	307	区域内的协同医疗	197	129	区域卫生信息平台功能要求构建区域卫生信息平台；通过对区域内各医疗卫生机构信息资源的组织，提供各医疗卫生机构间横向、纵向的信息的共享；构建起一个全市的居民健康信息管理系统；支持区域内医疗卫生资源的共享，包括医疗卫生服务“健康卡”、“绩效卡”和区域内的协同医疗、检验检查结果的互认互通、居民健康服务等，让信息真正地服务于民	14
111	区域内医疗卫生资源的共享	包括	308	检验检查结果的互认互通	198	129	区域卫生信息平台功能要求构建区域卫生信息平台；通过对区域内各医疗卫生机构信息资源的组织，提供各医疗卫生机构间横向、纵向的信息的共享；构建起一个全市的居民健康信息管理系统；支持区域内医疗卫生资源的共享，包括医疗卫生服务“健康卡”、“绩效卡”和区域内的协同医疗、检验检查结果的互认互通、居民健康服务等，让信息真正地服务于民	14
111	区域内医疗卫生资源的共享	包括	309	居民健康服务	199	129	区域卫生信息平台功能要求构建区域卫生信息平台；通过对区域内各医疗卫生机构信息资源的组织，提供各医疗卫生机构间横向、纵向的信息的共享；构建起一个全市的居民健康信息管理系统；支持区域内医疗卫生资源的共享，包括医疗卫生服务“健康卡”、“绩效卡”和区域内的协同医疗、检验检查结果的互认互通、居民健康服务等，让信息真正地服务于民	14
112	公众健康服务平台功能要求	调整优化	310	业务数据	200	130	"在数据中心数据采集分析的基础上，对业务数据进行调整优化；通过卫生网站的形式,采用ASP或JSP技术，动态维护各种卫生信息；管理加强卫生政策的透明度，管理社会监督机制，支持健康业务服务及提供各种增值服务，网上办公等。"	14
112	公众健康服务平台功能要求	动态维护	311	卫生信息	201	130	"在数据中心数据采集分析的基础上，对业务数据进行调整优化；通过卫生网站的形式,采用ASP或JSP技术，动态维护各种卫生信息；管理加强卫生政策的透明度，管理社会监督机制，支持健康业务服务及提供各种增值服务，网上办公等。"	14
112	公众健康服务平台功能要求	管理	312	卫生政策的透明度	202	130	"在数据中心数据采集分析的基础上，对业务数据进行调整优化；通过卫生网站的形式,采用ASP或JSP技术，动态维护各种卫生信息；管理加强卫生政策的透明度，管理社会监督机制，支持健康业务服务及提供各种增值服务，网上办公等。"	14
112	公众健康服务平台功能要求	管理	313	社会监督机制	203	130	"在数据中心数据采集分析的基础上，对业务数据进行调整优化；通过卫生网站的形式,采用ASP或JSP技术，动态维护各种卫生信息；管理加强卫生政策的透明度，管理社会监督机制，支持健康业务服务及提供各种增值服务，网上办公等。"	14
112	公众健康服务平台功能要求	支持	314	健康业务服务	204	130	"在数据中心数据采集分析的基础上，对业务数据进行调整优化；通过卫生网站的形式,采用ASP或JSP技术，动态维护各种卫生信息；管理加强卫生政策的透明度，管理社会监督机制，支持健康业务服务及提供各种增值服务，网上办公等。"	14
112	公众健康服务平台功能要求	提供	315	增值服务	205	130	"在数据中心数据采集分析的基础上，对业务数据进行调整优化；通过卫生网站的形式,采用ASP或JSP技术，动态维护各种卫生信息；管理加强卫生政策的透明度，管理社会监督机制，支持健康业务服务及提供各种增值服务，网上办公等。"	14
112	公众健康服务平台功能要求	提供	316	网上办公	206	130	"在数据中心数据采集分析的基础上，对业务数据进行调整优化；通过卫生网站的形式,采用ASP或JSP技术，动态维护各种卫生信息；管理加强卫生政策的透明度，管理社会监督机制，支持健康业务服务及提供各种增值服务，网上办公等。"	14
113	知识库管理系统	包括	317	知识导入	207	131	知识库管理系统包括对知识导入模块，知识归纳模块，知识收藏模块，个人知识管理模块，公共知识网络结构模块的信息进行管理。	15
113	知识库管理系统	包括	318	知识归纳	208	131	知识库管理系统包括对知识导入模块，知识归纳模块，知识收藏模块，个人知识管理模块，公共知识网络结构模块的信息进行管理。	15
113	知识库管理系统	包括	319	知识收藏	209	131	知识库管理系统包括对知识导入模块，知识归纳模块，知识收藏模块，个人知识管理模块，公共知识网络结构模块的信息进行管理。	15
113	知识库管理系统	包括	320	个人知识管理	210	131	知识库管理系统包括对知识导入模块，知识归纳模块，知识收藏模块，个人知识管理模块，公共知识网络结构模块的信息进行管理。	15
113	知识库管理系统	包括	321	公共知识网络结构	211	131	知识库管理系统包括对知识导入模块，知识归纳模块，知识收藏模块，个人知识管理模块，公共知识网络结构模块的信息进行管理。	15
114	知识导入	支持	322	直接导入	212	132	知识导入模块支持直接导入各种类型文件使其可以在线浏览；支持压缩文件解压导入导入压缩包内的文件。	15
114	知识导入	支持	323	压缩文件解压导入	213	132	知识导入模块支持直接导入各种类型文件使其可以在线浏览；支持压缩文件解压导入导入压缩包内的文件。	15
115	知识归纳	包括	324	新建文档	214	133	知识归纳模块包括新建文档：新建一个知识笔记；智能提取：提取系统中文档知识点，并插入到笔记中；文档编辑：对归纳的知识进行编辑；保存：保持文档到库中。	15
115	知识归纳	包括	325	智能提取	215	133	知识归纳模块包括新建文档：新建一个知识笔记；智能提取：提取系统中文档知识点，并插入到笔记中；文档编辑：对归纳的知识进行编辑；保存：保持文档到库中。	15
115	知识归纳	包括	326	文档编辑	216	133	知识归纳模块包括新建文档：新建一个知识笔记；智能提取：提取系统中文档知识点，并插入到笔记中；文档编辑：对归纳的知识进行编辑；保存：保持文档到库中。	15
115	知识归纳	包括	327	保存	217	133	知识归纳模块包括新建文档：新建一个知识笔记；智能提取：提取系统中文档知识点，并插入到笔记中；文档编辑：对归纳的知识进行编辑；保存：保持文档到库中。	15
116	个人知识管理	个人知识管理	328	知识管理	218	134	个人知识管理模块包括，知识管理：用户对自己的文档、资源管理；增删改查资源文档：修改文档的基本信息，包括名称、 分类、关联、权 限、缩略图；支持在线浏览文档。	15
116	个人知识管理	增删改查	329	资源文档	219	134	个人知识管理模块包括，知识管理：用户对自己的文档、资源管理；增删改查资源文档：修改文档的基本信息，包括名称、 分类、关联、权 限、缩略图；支持在线浏览文档。	15
116	个人知识管理	支持	330	在线浏览文档	220	134	个人知识管理模块包括，知识管理：用户对自己的文档、资源管理；增删改查资源文档：修改文档的基本信息，包括名称、 分类、关联、权 限、缩略图；支持在线浏览文档。	15
117	公共知识网络结构管理	包括	328	知识管理	221	135	公共知识网络结构管理模块包括分类查看知识文档：按树结构显示每个分类下（包括子分类） 的全部文档；知识图谱：显示该分类下的知识结构体系	15
117	公共知识网络结构管理	包括	331	知识图谱	222	135	公共知识网络结构管理模块包括分类查看知识文档：按树结构显示每个分类下（包括子分类） 的全部文档；知识图谱：显示该分类下的知识结构体系	15
0
